WEO_Country_Code,Country,WEO_Country_Group_Code,Country_Group_Id,Value
532,Hong Kong SAR,200,all_developing_155,0
944,Hungary,200,all_developing_155,1
176,Iceland,200,all_developing_155,0
534,India,200,all_developing_155,1
536,Indonesia,200,all_developing_155,1
429,Islamic Republic of Iran,200,all_developing_155,1
433,Iraq,200,all_developing_155,1
178,Ireland,200,all_developing_155,0
136,Italy,200,all_developing_155,0
343,Jamaica,200,all_developing_155,1
158,Japan,200,all_developing_155,0
439,Jordan,200,all_developing_155,1
916,Kazakhstan,200,all_developing_155,1
664,Kenya,200,all_developing_155,1
826,Kiribati,200,all_developing_155,1
542,Korea,200,all_developing_155,0
967,Kosovo,200,all_developing_155,1
443,Kuwait,200,all_developing_155,1
917,Kyrgyz Republic,200,all_developing_155,1
544,Lao P.D.R.,200,all_developing_155,1
941,Latvia,200,all_developing_155,0
446,Lebanon,200,all_developing_155,1
666,Lesotho,200,all_developing_155,1
668,Liberia,200,all_developing_155,1
672,Libya,200,all_developing_155,1
946,Lithuania,200,all_developing_155,0
137,Luxembourg,200,all_developing_155,0
546,Macao SAR,200,all_developing_155,0
674,Madagascar,200,all_developing_155,1
676,Malawi,200,all_developing_155,1
548,Malaysia,200,all_developing_155,1
556,Maldives,200,all_developing_155,1
678,Mali,200,all_developing_155,1
181,Malta,200,all_developing_155,0
867,Marshall Islands,200,all_developing_155,1
682,Mauritania,200,all_developing_155,1
684,Mauritius,200,all_developing_155,1
273,Mexico,200,all_developing_155,1
868,Micronesia,200,all_developing_155,1
921,Moldova,200,all_developing_155,1
948,Mongolia,200,all_developing_155,1
943,Montenegro,200,all_developing_155,1
686,Morocco,200,all_developing_155,1
688,Mozambique,200,all_developing_155,1
518,Myanmar,200,all_developing_155,1
728,Namibia,200,all_developing_155,1
836,Nauru,200,all_developing_155,1
558,Nepal,200,all_developing_155,1
138,Netherlands,200,all_developing_155,0
196,New Zealand,200,all_developing_155,0
278,Nicaragua,200,all_developing_155,1
692,Niger,200,all_developing_155,1
694,Nigeria,200,all_developing_155,1
962,North Macedonia,200,all_developing_155,1
142,Norway,200,all_developing_155,0
449,Oman,200,all_developing_155,1
564,Pakistan,200,all_developing_155,1
565,Palau,200,all_developing_155,1
283,Panama,200,all_developing_155,1
853,Papua New Guinea,200,all_developing_155,1
288,Paraguay,200,all_developing_155,1
293,Peru,200,all_developing_155,1
566,Philippines,200,all_developing_155,1
964,Poland,200,all_developing_155,1
182,Portugal,200,all_developing_155,0
359,Puerto Rico,200,all_developing_155,0
453,Qatar,200,all_developing_155,1
968,Romania,200,all_developing_155,1
922,Russia,200,all_developing_155,1
714,Rwanda,200,all_developing_155,1
862,Samoa,200,all_developing_155,1
135,San Marino,200,all_developing_155,0
716,São Tomé and Príncipe,200,all_developing_155,1
456,Saudi Arabia,200,all_developing_155,1
722,Senegal,200,all_developing_155,1
942,Serbia,200,all_developing_155,1
718,Seychelles,200,all_developing_155,1
724,Sierra Leone,200,all_developing_155,1
576,Singapore,200,all_developing_155,0
936,Slovak Republic,200,all_developing_155,0
961,Slovenia,200,all_developing_155,0
813,Solomon Islands,200,all_developing_155,1
726,Somalia,200,all_developing_155,1
199,South Africa,200,all_developing_155,1
733,South Sudan,200,all_developing_155,1
184,Spain,200,all_developing_155,0
524,Sri Lanka,200,all_developing_155,1
361,St. Kitts and Nevis,200,all_developing_155,1
362,St. Lucia,200,all_developing_155,1
364,St. Vincent and the Grenadines,200,all_developing_155,1
732,Sudan,200,all_developing_155,1
366,Suriname,200,all_developing_155,1
144,Sweden,200,all_developing_155,0
146,Switzerland,200,all_developing_155,0
463,Syria,200,all_developing_155,1
528,Taiwan Province of China,200,all_developing_155,0
923,Tajikistan,200,all_developing_155,1
738,Tanzania,200,all_developing_155,1
578,Thailand,200,all_developing_155,1
537,Timor-Leste,200,all_developing_155,1
742,Togo,200,all_developing_155,1
866,Tonga,200,all_developing_155,1
369,Trinidad and Tobago,200,all_developing_155,1
744,Tunisia,200,all_developing_155,1
186,Türkiye,200,all_developing_155,1
925,Turkmenistan,200,all_developing_155,1
869,Tuvalu,200,all_developing_155,1
746,Uganda,200,all_developing_155,1
926,Ukraine,200,all_developing_155,1
466,United Arab Emirates,200,all_developing_155,1
112,United Kingdom,200,all_developing_155,0
111,United States,200,all_developing_155,0
298,Uruguay,200,all_developing_155,1
927,Uzbekistan,200,all_developing_155,1
846,Vanuatu,200,all_developing_155,1
299,Venezuela,200,all_developing_155,1
582,Vietnam,200,all_developing_155,1
487,West Bank and Gaza,200,all_developing_155,1
474,Yemen,200,all_developing_155,1
754,Zambia,200,all_developing_155,1
698,Zimbabwe,200,all_developing_155,1
512,Afghanistan,505,all_developing_asia_30,0
914,Albania,505,all_developing_asia_30,0
612,Algeria,505,all_developing_asia_30,0
171,Andorra,505,all_developing_asia_30,0
614,Angola,505,all_developing_asia_30,0
311,Antigua and Barbuda,505,all_developing_asia_30,0
213,Argentina,505,all_developing_asia_30,0
911,Armenia,505,all_developing_asia_30,0
314,Aruba,505,all_developing_asia_30,0
193,Australia,505,all_developing_asia_30,0
122,Austria,505,all_developing_asia_30,0
912,Azerbaijan,505,all_developing_asia_30,0
313,The Bahamas,505,all_developing_asia_30,0
419,Bahrain,505,all_developing_asia_30,0
513,Bangladesh,505,all_developing_asia_30,1
316,Barbados,505,all_developing_asia_30,0
913,Belarus,505,all_developing_asia_30,0
124,Belgium,505,all_developing_asia_30,0
339,Belize,505,all_developing_asia_30,0
638,Benin,505,all_developing_asia_30,0
514,Bhutan,505,all_developing_asia_30,1
218,Bolivia,505,all_developing_asia_30,0
963,Bosnia and Herzegovina,505,all_developing_asia_30,0
616,Botswana,505,all_developing_asia_30,0
223,Brazil,505,all_developing_asia_30,0
516,Brunei Darussalam,505,all_developing_asia_30,1
918,Bulgaria,505,all_developing_asia_30,0
748,Burkina Faso,505,all_developing_asia_30,0
618,Burundi,505,all_developing_asia_30,0
624,Cabo Verde,505,all_developing_asia_30,0
522,Cambodia,505,all_developing_asia_30,1
622,Cameroon,505,all_developing_asia_30,0
156,Canada,505,all_developing_asia_30,0
626,Central African Republic,505,all_developing_asia_30,0
628,Chad,505,all_developing_asia_30,0
228,Chile,505,all_developing_asia_30,0
924,China,505,all_developing_asia_30,1
233,Colombia,505,all_developing_asia_30,0
632,Comoros,505,all_developing_asia_30,0
636,Democratic Republic of the Congo,505,all_developing_asia_30,0
634,Republic of Congo,505,all_developing_asia_30,0
238,Costa Rica,505,all_developing_asia_30,0
662,Côte d'Ivoire,505,all_developing_asia_30,0
960,Croatia,505,all_developing_asia_30,0
423,Cyprus,505,all_developing_asia_30,0
935,Czech Republic,505,all_developing_asia_30,0
128,Denmark,505,all_developing_asia_30,0
611,Djibouti,505,all_developing_asia_30,0
321,Dominica,505,all_developing_asia_30,0
243,Dominican Republic,505,all_developing_asia_30,0
248,Ecuador,505,all_developing_asia_30,0
469,Egypt,505,all_developing_asia_30,0
253,El Salvador,505,all_developing_asia_30,0
642,Equatorial Guinea,505,all_developing_asia_30,0
643,Eritrea,505,all_developing_asia_30,0
939,Estonia,505,all_developing_asia_30,0
734,Eswatini,505,all_developing_asia_30,0
644,Ethiopia,505,all_developing_asia_30,0
819,Fiji,505,all_developing_asia_30,1
172,Finland,505,all_developing_asia_30,0
132,France,505,all_developing_asia_30,0
646,Gabon,505,all_developing_asia_30,0
648,The Gambia,505,all_developing_asia_30,0
915,Georgia,505,all_developing_asia_30,0
134,Germany,505,all_developing_asia_30,0
652,Ghana,505,all_developing_asia_30,0
174,Greece,505,all_developing_asia_30,0
328,Grenada,505,all_developing_asia_30,0
258,Guatemala,505,all_developing_asia_30,0
656,Guinea,505,all_developing_asia_30,0
654,Guinea-Bissau,505,all_developing_asia_30,0
336,Guyana,505,all_developing_asia_30,0
263,Haiti,505,all_developing_asia_30,0
268,Honduras,505,all_developing_asia_30,0
532,Hong Kong SAR,505,all_developing_asia_30,0
944,Hungary,505,all_developing_asia_30,0
176,Iceland,505,all_developing_asia_30,0
534,India,505,all_developing_asia_30,1
536,Indonesia,505,all_developing_asia_30,1
429,Islamic Republic of Iran,505,all_developing_asia_30,0
433,Iraq,505,all_developing_asia_30,0
178,Ireland,505,all_developing_asia_30,0
136,Italy,505,all_developing_asia_30,0
343,Jamaica,505,all_developing_asia_30,0
158,Japan,505,all_developing_asia_30,0
439,Jordan,505,all_developing_asia_30,0
916,Kazakhstan,505,all_developing_asia_30,0
664,Kenya,505,all_developing_asia_30,0
826,Kiribati,505,all_developing_asia_30,1
542,Korea,505,all_developing_asia_30,0
967,Kosovo,505,all_developing_asia_30,0
443,Kuwait,505,all_developing_asia_30,0
917,Kyrgyz Republic,505,all_developing_asia_30,0
544,Lao P.D.R.,505,all_developing_asia_30,1
941,Latvia,505,all_developing_asia_30,0
446,Lebanon,505,all_developing_asia_30,0
666,Lesotho,505,all_developing_asia_30,0
668,Liberia,505,all_developing_asia_30,0
672,Libya,505,all_developing_asia_30,0
946,Lithuania,505,all_developing_asia_30,0
137,Luxembourg,505,all_developing_asia_30,0
546,Macao SAR,505,all_developing_asia_30,0
674,Madagascar,505,all_developing_asia_30,0
676,Malawi,505,all_developing_asia_30,0
548,Malaysia,505,all_developing_asia_30,1
556,Maldives,505,all_developing_asia_30,1
678,Mali,505,all_developing_asia_30,0
181,Malta,505,all_developing_asia_30,0
867,Marshall Islands,505,all_developing_asia_30,1
682,Mauritania,505,all_developing_asia_30,0
684,Mauritius,505,all_developing_asia_30,0
273,Mexico,505,all_developing_asia_30,0
868,Micronesia,505,all_developing_asia_30,1
921,Moldova,505,all_developing_asia_30,0
948,Mongolia,505,all_developing_asia_30,1
943,Montenegro,505,all_developing_asia_30,0
686,Morocco,505,all_developing_asia_30,0
688,Mozambique,505,all_developing_asia_30,0
518,Myanmar,505,all_developing_asia_30,1
728,Namibia,505,all_developing_asia_30,0
836,Nauru,505,all_developing_asia_30,1
558,Nepal,505,all_developing_asia_30,1
138,Netherlands,505,all_developing_asia_30,0
196,New Zealand,505,all_developing_asia_30,0
278,Nicaragua,505,all_developing_asia_30,0
692,Niger,505,all_developing_asia_30,0
694,Nigeria,505,all_developing_asia_30,0
962,North Macedonia,505,all_developing_asia_30,0
142,Norway,505,all_developing_asia_30,0
449,Oman,505,all_developing_asia_30,0
564,Pakistan,505,all_developing_asia_30,0
565,Palau,505,all_developing_asia_30,1
283,Panama,505,all_developing_asia_30,0
853,Papua New Guinea,505,all_developing_asia_30,1
288,Paraguay,505,all_developing_asia_30,0
293,Peru,505,all_developing_asia_30,0
566,Philippines,505,all_developing_asia_30,1
964,Poland,505,all_developing_asia_30,0
182,Portugal,505,all_developing_asia_30,0
359,Puerto Rico,505,all_developing_asia_30,0
453,Qatar,505,all_developing_asia_30,0
968,Romania,505,all_developing_asia_30,0
922,Russia,505,all_developing_asia_30,0
714,Rwanda,505,all_developing_asia_30,0
862,Samoa,505,all_developing_asia_30,1
135,San Marino,505,all_developing_asia_30,0
716,São Tomé and Príncipe,505,all_developing_asia_30,0
456,Saudi Arabia,505,all_developing_asia_30,0
722,Senegal,505,all_developing_asia_30,0
942,Serbia,505,all_developing_asia_30,0
718,Seychelles,505,all_developing_asia_30,0
724,Sierra Leone,505,all_developing_asia_30,0
576,Singapore,505,all_developing_asia_30,0
936,Slovak Republic,505,all_developing_asia_30,0
961,Slovenia,505,all_developing_asia_30,0
813,Solomon Islands,505,all_developing_asia_30,1
726,Somalia,505,all_developing_asia_30,0
199,South Africa,505,all_developing_asia_30,0
733,South Sudan,505,all_developing_asia_30,0
184,Spain,505,all_developing_asia_30,0
524,Sri Lanka,505,all_developing_asia_30,1
361,St. Kitts and Nevis,505,all_developing_asia_30,0
362,St. Lucia,505,all_developing_asia_30,0
364,St. Vincent and the Grenadines,505,all_developing_asia_30,0
732,Sudan,505,all_developing_asia_30,0
366,Suriname,505,all_developing_asia_30,0
144,Sweden,505,all_developing_asia_30,0
146,Switzerland,505,all_developing_asia_30,0
463,Syria,505,all_developing_asia_30,0
528,Taiwan Province of China,505,all_developing_asia_30,0
923,Tajikistan,505,all_developing_asia_30,0
738,Tanzania,505,all_developing_asia_30,0
578,Thailand,505,all_developing_asia_30,1
537,Timor-Leste,505,all_developing_asia_30,1
742,Togo,505,all_developing_asia_30,0
866,Tonga,505,all_developing_asia_30,1
369,Trinidad and Tobago,505,all_developing_asia_30,0
744,Tunisia,505,all_developing_asia_30,0
186,Türkiye,505,all_developing_asia_30,0
925,Turkmenistan,505,all_developing_asia_30,0
869,Tuvalu,505,all_developing_asia_30,1
746,Uganda,505,all_developing_asia_30,0
926,Ukraine,505,all_developing_asia_30,0
466,United Arab Emirates,505,all_developing_asia_30,0
112,United Kingdom,505,all_developing_asia_30,0
111,United States,505,all_developing_asia_30,0
298,Uruguay,505,all_developing_asia_30,0
927,Uzbekistan,505,all_developing_asia_30,0
846,Vanuatu,505,all_developing_asia_30,1
299,Venezuela,505,all_developing_asia_30,0
582,Vietnam,505,all_developing_asia_30,1
487,West Bank and Gaza,505,all_developing_asia_30,0
474,Yemen,505,all_developing_asia_30,0
754,Zambia,505,all_developing_asia_30,0
698,Zimbabwe,505,all_developing_asia_30,0
512,Afghanistan,903,all_developing_europe_15,0
914,Albania,903,all_developing_europe_15,1
612,Algeria,903,all_developing_europe_15,0
171,Andorra,903,all_developing_europe_15,0
614,Angola,903,all_developing_europe_15,0
311,Antigua and Barbuda,903,all_developing_europe_15,0
213,Argentina,903,all_developing_europe_15,0
911,Armenia,903,all_developing_europe_15,0
314,Aruba,903,all_developing_europe_15,0
193,Australia,903,all_developing_europe_15,0
122,Austria,903,all_developing_europe_15,0
912,Azerbaijan,903,all_developing_europe_15,0
313,The Bahamas,903,all_developing_europe_15,0
419,Bahrain,903,all_developing_europe_15,0
513,Bangladesh,903,all_developing_europe_15,0
316,Barbados,903,all_developing_europe_15,0
913,Belarus,903,all_developing_europe_15,1
124,Belgium,903,all_developing_europe_15,0
339,Belize,903,all_developing_europe_15,0
638,Benin,903,all_developing_europe_15,0
514,Bhutan,903,all_developing_europe_15,0
218,Bolivia,903,all_developing_europe_15,0
963,Bosnia and Herzegovina,903,all_developing_europe_15,1
616,Botswana,903,all_developing_europe_15,0
223,Brazil,903,all_developing_europe_15,0
516,Brunei Darussalam,903,all_developing_europe_15,0
918,Bulgaria,903,all_developing_europe_15,1
748,Burkina Faso,903,all_developing_europe_15,0
618,Burundi,903,all_developing_europe_15,0
624,Cabo Verde,903,all_developing_europe_15,0
522,Cambodia,903,all_developing_europe_15,0
622,Cameroon,903,all_developing_europe_15,0
156,Canada,903,all_developing_europe_15,0
626,Central African Republic,903,all_developing_europe_15,0
628,Chad,903,all_developing_europe_15,0
228,Chile,903,all_developing_europe_15,0
924,China,903,all_developing_europe_15,0
233,Colombia,903,all_developing_europe_15,0
632,Comoros,903,all_developing_europe_15,0
636,Democratic Republic of the Congo,903,all_developing_europe_15,0
634,Republic of Congo,903,all_developing_europe_15,0
238,Costa Rica,903,all_developing_europe_15,0
662,Côte d'Ivoire,903,all_developing_europe_15,0
960,Croatia,903,all_developing_europe_15,0
423,Cyprus,903,all_developing_europe_15,0
935,Czech Republic,903,all_developing_europe_15,0
128,Denmark,903,all_developing_europe_15,0
611,Djibouti,903,all_developing_europe_15,0
321,Dominica,903,all_developing_europe_15,0
243,Dominican Republic,903,all_developing_europe_15,0
248,Ecuador,903,all_developing_europe_15,0
469,Egypt,903,all_developing_europe_15,0
253,El Salvador,903,all_developing_europe_15,0
642,Equatorial Guinea,903,all_developing_europe_15,0
643,Eritrea,903,all_developing_europe_15,0
939,Estonia,903,all_developing_europe_15,0
734,Eswatini,903,all_developing_europe_15,0
644,Ethiopia,903,all_developing_europe_15,0
819,Fiji,903,all_developing_europe_15,0
172,Finland,903,all_developing_europe_15,0
132,France,903,all_developing_europe_15,0
646,Gabon,903,all_developing_europe_15,0
648,The Gambia,903,all_developing_europe_15,0
915,Georgia,903,all_developing_europe_15,0
134,Germany,903,all_developing_europe_15,0
652,Ghana,903,all_developing_europe_15,0
174,Greece,903,all_developing_europe_15,0
328,Grenada,903,all_developing_europe_15,0
258,Guatemala,903,all_developing_europe_15,0
656,Guinea,903,all_developing_europe_15,0
654,Guinea-Bissau,903,all_developing_europe_15,0
336,Guyana,903,all_developing_europe_15,0
263,Haiti,903,all_developing_europe_15,0
268,Honduras,903,all_developing_europe_15,0
532,Hong Kong SAR,903,all_developing_europe_15,0
944,Hungary,903,all_developing_europe_15,1
176,Iceland,903,all_developing_europe_15,0
534,India,903,all_developing_europe_15,0
536,Indonesia,903,all_developing_europe_15,0
429,Islamic Republic of Iran,903,all_developing_europe_15,0
433,Iraq,903,all_developing_europe_15,0
178,Ireland,903,all_developing_europe_15,0
136,Italy,903,all_developing_europe_15,0
343,Jamaica,903,all_developing_europe_15,0
158,Japan,903,all_developing_europe_15,0
439,Jordan,903,all_developing_europe_15,0
916,Kazakhstan,903,all_developing_europe_15,0
664,Kenya,903,all_developing_europe_15,0
826,Kiribati,903,all_developing_europe_15,0
542,Korea,903,all_developing_europe_15,0
967,Kosovo,903,all_developing_europe_15,1
443,Kuwait,903,all_developing_europe_15,0
917,Kyrgyz Republic,903,all_developing_europe_15,0
544,Lao P.D.R.,903,all_developing_europe_15,0
941,Latvia,903,all_developing_europe_15,0
446,Lebanon,903,all_developing_europe_15,0
666,Lesotho,903,all_developing_europe_15,0
668,Liberia,903,all_developing_europe_15,0
672,Libya,903,all_developing_europe_15,0
946,Lithuania,903,all_developing_europe_15,0
137,Luxembourg,903,all_developing_europe_15,0
546,Macao SAR,903,all_developing_europe_15,0
674,Madagascar,903,all_developing_europe_15,0
676,Malawi,903,all_developing_europe_15,0
548,Malaysia,903,all_developing_europe_15,0
556,Maldives,903,all_developing_europe_15,0
678,Mali,903,all_developing_europe_15,0
181,Malta,903,all_developing_europe_15,0
867,Marshall Islands,903,all_developing_europe_15,0
682,Mauritania,903,all_developing_europe_15,0
684,Mauritius,903,all_developing_europe_15,0
273,Mexico,903,all_developing_europe_15,0
868,Micronesia,903,all_developing_europe_15,0
921,Moldova,903,all_developing_europe_15,1
948,Mongolia,903,all_developing_europe_15,0
943,Montenegro,903,all_developing_europe_15,1
686,Morocco,903,all_developing_europe_15,0
688,Mozambique,903,all_developing_europe_15,0
518,Myanmar,903,all_developing_europe_15,0
728,Namibia,903,all_developing_europe_15,0
836,Nauru,903,all_developing_europe_15,0
558,Nepal,903,all_developing_europe_15,0
138,Netherlands,903,all_developing_europe_15,0
196,New Zealand,903,all_developing_europe_15,0
278,Nicaragua,903,all_developing_europe_15,0
692,Niger,903,all_developing_europe_15,0
694,Nigeria,903,all_developing_europe_15,0
962,North Macedonia,903,all_developing_europe_15,1
142,Norway,903,all_developing_europe_15,0
449,Oman,903,all_developing_europe_15,0
564,Pakistan,903,all_developing_europe_15,0
565,Palau,903,all_developing_europe_15,0
283,Panama,903,all_developing_europe_15,0
853,Papua New Guinea,903,all_developing_europe_15,0
288,Paraguay,903,all_developing_europe_15,0
293,Peru,903,all_developing_europe_15,0
566,Philippines,903,all_developing_europe_15,0
964,Poland,903,all_developing_europe_15,1
182,Portugal,903,all_developing_europe_15,0
359,Puerto Rico,903,all_developing_europe_15,0
453,Qatar,903,all_developing_europe_15,0
968,Romania,903,all_developing_europe_15,1
922,Russia,903,all_developing_europe_15,1
714,Rwanda,903,all_developing_europe_15,0
862,Samoa,903,all_developing_europe_15,0
135,San Marino,903,all_developing_europe_15,0
716,São Tomé and Príncipe,903,all_developing_europe_15,0
456,Saudi Arabia,903,all_developing_europe_15,0
722,Senegal,903,all_developing_europe_15,0
942,Serbia,903,all_developing_europe_15,1
718,Seychelles,903,all_developing_europe_15,0
724,Sierra Leone,903,all_developing_europe_15,0
576,Singapore,903,all_developing_europe_15,0
936,Slovak Republic,903,all_developing_europe_15,0
961,Slovenia,903,all_developing_europe_15,0
813,Solomon Islands,903,all_developing_europe_15,0
726,Somalia,903,all_developing_europe_15,0
199,South Africa,903,all_developing_europe_15,0
733,South Sudan,903,all_developing_europe_15,0
184,Spain,903,all_developing_europe_15,0
524,Sri Lanka,903,all_developing_europe_15,0
361,St. Kitts and Nevis,903,all_developing_europe_15,0
362,St. Lucia,903,all_developing_europe_15,0
364,St. Vincent and the Grenadines,903,all_developing_europe_15,0
732,Sudan,903,all_developing_europe_15,0
366,Suriname,903,all_developing_europe_15,0
144,Sweden,903,all_developing_europe_15,0
146,Switzerland,903,all_developing_europe_15,0
463,Syria,903,all_developing_europe_15,0
528,Taiwan Province of China,903,all_developing_europe_15,0
923,Tajikistan,903,all_developing_europe_15,0
738,Tanzania,903,all_developing_europe_15,0
578,Thailand,903,all_developing_europe_15,0
537,Timor-Leste,903,all_developing_europe_15,0
742,Togo,903,all_developing_europe_15,0
866,Tonga,903,all_developing_europe_15,0
369,Trinidad and Tobago,903,all_developing_europe_15,0
744,Tunisia,903,all_developing_europe_15,0
186,Türkiye,903,all_developing_europe_15,1
925,Turkmenistan,903,all_developing_europe_15,0
869,Tuvalu,903,all_developing_europe_15,0
746,Uganda,903,all_developing_europe_15,0
926,Ukraine,903,all_developing_europe_15,1
466,United Arab Emirates,903,all_developing_europe_15,0
112,United Kingdom,903,all_developing_europe_15,0
111,United States,903,all_developing_europe_15,0
298,Uruguay,903,all_developing_europe_15,0
927,Uzbekistan,903,all_developing_europe_15,0
846,Vanuatu,903,all_developing_europe_15,0
299,Venezuela,903,all_developing_europe_15,0
582,Vietnam,903,all_developing_europe_15,0
487,West Bank and Gaza,903,all_developing_europe_15,0
474,Yemen,903,all_developing_europe_15,0
754,Zambia,903,all_developing_europe_15,0
698,Zimbabwe,903,all_developing_europe_15,0
512,Afghanistan,205,all_developing_latina_caribbean_33,0
914,Albania,205,all_developing_latina_caribbean_33,0
612,Algeria,205,all_developing_latina_caribbean_33,0
171,Andorra,205,all_developing_latina_caribbean_33,0
614,Angola,205,all_developing_latina_caribbean_33,0
311,Antigua and Barbuda,205,all_developing_latina_caribbean_33,1
213,Argentina,205,all_developing_latina_caribbean_33,1
911,Armenia,205,all_developing_latina_caribbean_33,0
314,Aruba,205,all_developing_latina_caribbean_33,1
193,Australia,205,all_developing_latina_caribbean_33,0
122,Austria,205,all_developing_latina_caribbean_33,0
912,Azerbaijan,205,all_developing_latina_caribbean_33,0
313,The Bahamas,205,all_developing_latina_caribbean_33,1
419,Bahrain,205,all_developing_latina_caribbean_33,0
513,Bangladesh,205,all_developing_latina_caribbean_33,0
316,Barbados,205,all_developing_latina_caribbean_33,1
913,Belarus,205,all_developing_latina_caribbean_33,0
124,Belgium,205,all_developing_latina_caribbean_33,0
339,Belize,205,all_developing_latina_caribbean_33,1
638,Benin,205,all_developing_latina_caribbean_33,0
514,Bhutan,205,all_developing_latina_caribbean_33,0
218,Bolivia,205,all_developing_latina_caribbean_33,1
963,Bosnia and Herzegovina,205,all_developing_latina_caribbean_33,0
616,Botswana,205,all_developing_latina_caribbean_33,0
223,Brazil,205,all_developing_latina_caribbean_33,1
516,Brunei Darussalam,205,all_developing_latina_caribbean_33,0
918,Bulgaria,205,all_developing_latina_caribbean_33,0
748,Burkina Faso,205,all_developing_latina_caribbean_33,0
618,Burundi,205,all_developing_latina_caribbean_33,0
624,Cabo Verde,205,all_developing_latina_caribbean_33,0
522,Cambodia,205,all_developing_latina_caribbean_33,0
622,Cameroon,205,all_developing_latina_caribbean_33,0
156,Canada,205,all_developing_latina_caribbean_33,0
626,Central African Republic,205,all_developing_latina_caribbean_33,0
628,Chad,205,all_developing_latina_caribbean_33,0
228,Chile,205,all_developing_latina_caribbean_33,1
924,China,205,all_developing_latina_caribbean_33,0
233,Colombia,205,all_developing_latina_caribbean_33,1
632,Comoros,205,all_developing_latina_caribbean_33,0
636,Democratic Republic of the Congo,205,all_developing_latina_caribbean_33,0
634,Republic of Congo,205,all_developing_latina_caribbean_33,0
238,Costa Rica,205,all_developing_latina_caribbean_33,1
662,Côte d'Ivoire,205,all_developing_latina_caribbean_33,0
960,Croatia,205,all_developing_latina_caribbean_33,0
423,Cyprus,205,all_developing_latina_caribbean_33,0
935,Czech Republic,205,all_developing_latina_caribbean_33,0
128,Denmark,205,all_developing_latina_caribbean_33,0
611,Djibouti,205,all_developing_latina_caribbean_33,0
321,Dominica,205,all_developing_latina_caribbean_33,1
243,Dominican Republic,205,all_developing_latina_caribbean_33,1
248,Ecuador,205,all_developing_latina_caribbean_33,1
469,Egypt,205,all_developing_latina_caribbean_33,0
253,El Salvador,205,all_developing_latina_caribbean_33,1
642,Equatorial Guinea,205,all_developing_latina_caribbean_33,0
643,Eritrea,205,all_developing_latina_caribbean_33,0
939,Estonia,205,all_developing_latina_caribbean_33,0
734,Eswatini,205,all_developing_latina_caribbean_33,0
644,Ethiopia,205,all_developing_latina_caribbean_33,0
819,Fiji,205,all_developing_latina_caribbean_33,0
172,Finland,205,all_developing_latina_caribbean_33,0
132,France,205,all_developing_latina_caribbean_33,0
646,Gabon,205,all_developing_latina_caribbean_33,0
648,The Gambia,205,all_developing_latina_caribbean_33,0
915,Georgia,205,all_developing_latina_caribbean_33,0
134,Germany,205,all_developing_latina_caribbean_33,0
652,Ghana,205,all_developing_latina_caribbean_33,0
174,Greece,205,all_developing_latina_caribbean_33,0
328,Grenada,205,all_developing_latina_caribbean_33,1
258,Guatemala,205,all_developing_latina_caribbean_33,1
656,Guinea,205,all_developing_latina_caribbean_33,0
654,Guinea-Bissau,205,all_developing_latina_caribbean_33,0
336,Guyana,205,all_developing_latina_caribbean_33,1
263,Haiti,205,all_developing_latina_caribbean_33,1
268,Honduras,205,all_developing_latina_caribbean_33,1
532,Hong Kong SAR,205,all_developing_latina_caribbean_33,0
944,Hungary,205,all_developing_latina_caribbean_33,0
176,Iceland,205,all_developing_latina_caribbean_33,0
534,India,205,all_developing_latina_caribbean_33,0
536,Indonesia,205,all_developing_latina_caribbean_33,0
429,Islamic Republic of Iran,205,all_developing_latina_caribbean_33,0
433,Iraq,205,all_developing_latina_caribbean_33,0
178,Ireland,205,all_developing_latina_caribbean_33,0
136,Italy,205,all_developing_latina_caribbean_33,0
343,Jamaica,205,all_developing_latina_caribbean_33,1
158,Japan,205,all_developing_latina_caribbean_33,0
439,Jordan,205,all_developing_latina_caribbean_33,0
916,Kazakhstan,205,all_developing_latina_caribbean_33,0
664,Kenya,205,all_developing_latina_caribbean_33,0
826,Kiribati,205,all_developing_latina_caribbean_33,0
542,Korea,205,all_developing_latina_caribbean_33,0
967,Kosovo,205,all_developing_latina_caribbean_33,0
443,Kuwait,205,all_developing_latina_caribbean_33,0
917,Kyrgyz Republic,205,all_developing_latina_caribbean_33,0
544,Lao P.D.R.,205,all_developing_latina_caribbean_33,0
941,Latvia,205,all_developing_latina_caribbean_33,0
446,Lebanon,205,all_developing_latina_caribbean_33,0
666,Lesotho,205,all_developing_latina_caribbean_33,0
668,Liberia,205,all_developing_latina_caribbean_33,0
672,Libya,205,all_developing_latina_caribbean_33,0
946,Lithuania,205,all_developing_latina_caribbean_33,0
137,Luxembourg,205,all_developing_latina_caribbean_33,0
546,Macao SAR,205,all_developing_latina_caribbean_33,0
674,Madagascar,205,all_developing_latina_caribbean_33,0
676,Malawi,205,all_developing_latina_caribbean_33,0
548,Malaysia,205,all_developing_latina_caribbean_33,0
556,Maldives,205,all_developing_latina_caribbean_33,0
678,Mali,205,all_developing_latina_caribbean_33,0
181,Malta,205,all_developing_latina_caribbean_33,0
867,Marshall Islands,205,all_developing_latina_caribbean_33,0
682,Mauritania,205,all_developing_latina_caribbean_33,0
684,Mauritius,205,all_developing_latina_caribbean_33,0
273,Mexico,205,all_developing_latina_caribbean_33,1
868,Micronesia,205,all_developing_latina_caribbean_33,0
