WEO_Country_Code,WEO_Subject_Code,Year,Value
638,NID_NGDP,1984,11.383
514,NID_NGDP,1984,36.46
218,NID_NGDP,1984,19.672
963,NID_NGDP,1984,
616,NID_NGDP,1984,24.161
223,NID_NGDP,1984,14.41
516,NID_NGDP,1984,
918,NID_NGDP,1984,33.23
748,NID_NGDP,1984,8.565
618,NID_NGDP,1984,57.814
624,NID_NGDP,1984,41.295
522,NID_NGDP,1984,
622,NID_NGDP,1984,26.886
156,NID_NGDP,1984,20.96
626,NID_NGDP,1984,8.323
628,NID_NGDP,1984,-8.407
228,NID_NGDP,1984,16.329
924,NID_NGDP,1984,34.324
233,NID_NGDP,1984,21.361
632,NID_NGDP,1984,30.436
636,NID_NGDP,1984,
634,NID_NGDP,1984,23.51
238,NID_NGDP,1984,21.765
662,NID_NGDP,1984,12.864
960,NID_NGDP,1984,
423,NID_NGDP,1984,45.339
935,NID_NGDP,1984,
128,NID_NGDP,1984,20.673
611,NID_NGDP,1984,
321,NID_NGDP,1984,
243,NID_NGDP,1984,15.444
248,NID_NGDP,1984,11.912
469,NID_NGDP,1984,26.775
253,NID_NGDP,1984,13.434
642,NID_NGDP,1984,43.52
643,NID_NGDP,1984,
939,NID_NGDP,1984,
734,NID_NGDP,1984,64.144
644,NID_NGDP,1984,18.744
819,NID_NGDP,1984,18.945
172,NID_NGDP,1984,27.208
132,NID_NGDP,1984,21.411
646,NID_NGDP,1984,41.278
648,NID_NGDP,1984,5.887
915,NID_NGDP,1984,
134,NID_NGDP,1984,26.17
652,NID_NGDP,1984,6.832
174,NID_NGDP,1984,26.104
328,NID_NGDP,1984,
258,NID_NGDP,1984,11.59
656,NID_NGDP,1984,9.664
654,NID_NGDP,1984,116.063
336,NID_NGDP,1984,24.828
263,NID_NGDP,1984,
268,NID_NGDP,1984,17.01
532,NID_NGDP,1984,24.418
944,NID_NGDP,1984,26.665
176,NID_NGDP,1984,25.558
534,NID_NGDP,1984,20.699
536,NID_NGDP,1984,34.822
429,NID_NGDP,1984,24.764
433,NID_NGDP,1984,
178,NID_NGDP,1984,22.816
136,NID_NGDP,1984,23.95
343,NID_NGDP,1984,16.807
158,NID_NGDP,1984,31.323
439,NID_NGDP,1984,36.717
916,NID_NGDP,1984,
664,NID_NGDP,1984,19.424
826,NID_NGDP,1984,
542,NID_NGDP,1984,32.107
967,NID_NGDP,1984,
443,NID_NGDP,1984,
917,NID_NGDP,1984,
544,NID_NGDP,1984,
941,NID_NGDP,1984,
446,NID_NGDP,1984,
666,NID_NGDP,1984,35.724
668,NID_NGDP,1984,
672,NID_NGDP,1984,26.105
946,NID_NGDP,1984,
137,NID_NGDP,1984,22.188
546,NID_NGDP,1984,
674,NID_NGDP,1984,26.822
676,NID_NGDP,1984,6.149
548,NID_NGDP,1984,35.735
556,NID_NGDP,1984,
678,NID_NGDP,1984,22.676
181,NID_NGDP,1984,30.857
867,NID_NGDP,1984,
682,NID_NGDP,1984,
684,NID_NGDP,1984,20.024
273,NID_NGDP,1984,22.711
868,NID_NGDP,1984,
921,NID_NGDP,1984,
948,NID_NGDP,1984,55.291
943,NID_NGDP,1984,
686,NID_NGDP,1984,25.771
688,NID_NGDP,1984,21.66
518,NID_NGDP,1984,
728,NID_NGDP,1984,
836,NID_NGDP,1984,
558,NID_NGDP,1984,27.677
138,NID_NGDP,1984,19.469
196,NID_NGDP,1984,29.531
278,NID_NGDP,1984,
692,NID_NGDP,1984,3.557
694,NID_NGDP,1984,
962,NID_NGDP,1984,
142,NID_NGDP,1984,27.726
449,NID_NGDP,1984,24.936
564,NID_NGDP,1984,16.318
565,NID_NGDP,1984,
283,NID_NGDP,1984,18.654
853,NID_NGDP,1984,
288,NID_NGDP,1984,22.932
293,NID_NGDP,1984,18.962
566,NID_NGDP,1984,17.254
964,NID_NGDP,1984,27.386
182,NID_NGDP,1984,27.261
359,NID_NGDP,1984,13.753
453,NID_NGDP,1984,
968,NID_NGDP,1984,30.705
922,NID_NGDP,1984,
714,NID_NGDP,1984,11.816
862,NID_NGDP,1984,
135,NID_NGDP,1984,
716,NID_NGDP,1984,
456,NID_NGDP,1984,32.829
722,NID_NGDP,1984,17.307
942,NID_NGDP,1984,
718,NID_NGDP,1984,15.907
724,NID_NGDP,1984,2.963
576,NID_NGDP,1984,46.928
936,NID_NGDP,1984,
961,NID_NGDP,1984,
813,NID_NGDP,1984,3.65
726,NID_NGDP,1984,
199,NID_NGDP,1984,23.801
733,NID_NGDP,1984,
184,NID_NGDP,1984,19.809
524,NID_NGDP,1984,23.546
361,NID_NGDP,1984,
362,NID_NGDP,1984,
364,NID_NGDP,1984,
732,NID_NGDP,1984,
366,NID_NGDP,1984,
144,NID_NGDP,1984,23.086
146,NID_NGDP,1984,29.017
463,NID_NGDP,1984,24.0
528,NID_NGDP,1984,24.379
923,NID_NGDP,1984,
738,NID_NGDP,1984,20.302
578,NID_NGDP,1984,25.004
537,NID_NGDP,1984,
742,NID_NGDP,1984,9.441
866,NID_NGDP,1984,
369,NID_NGDP,1984,
744,NID_NGDP,1984,37.695
186,NID_NGDP,1984,18.399
925,NID_NGDP,1984,
869,NID_NGDP,1984,
746,NID_NGDP,1984,4.664
926,NID_NGDP,1984,
466,NID_NGDP,1984,32.976
112,NID_NGDP,1984,20.073
111,NID_NGDP,1984,25.096
298,NID_NGDP,1984,11.95
927,NID_NGDP,1984,
846,NID_NGDP,1984,
299,NID_NGDP,1984,18.113
582,NID_NGDP,1984,15.558
487,NID_NGDP,1984,
474,NID_NGDP,1984,
754,NID_NGDP,1984,51.011
698,NID_NGDP,1984,
512,PPPEX,1984,
914,PPPEX,1984,2.454
612,PPPEX,1984,2.409
171,PPPEX,1984,
614,PPPEX,1984,
311,PPPEX,1984,1.622
213,PPPEX,1984,
911,PPPEX,1984,
314,PPPEX,1984,
193,PPPEX,1984,1.068
122,PPPEX,1984,0.798
912,PPPEX,1984,
313,PPPEX,1984,0.937
419,PPPEX,1984,0.178
513,PPPEX,1984,8.924
316,PPPEX,1984,1.526
913,PPPEX,1984,
124,PPPEX,1984,0.788
339,PPPEX,1984,1.685
638,PPPEX,1984,132.954
514,PPPEX,1984,4.445
218,PPPEX,1984,0.001
963,PPPEX,1984,
616,PPPEX,1984,0.509
223,PPPEX,1984,
516,PPPEX,1984,
918,PPPEX,1984,0.001
748,PPPEX,1984,194.283
618,PPPEX,1984,54.36
624,PPPEX,1984,33.085
522,PPPEX,1984,
622,PPPEX,1984,200.992
156,PPPEX,1984,1.168
626,PPPEX,1984,173.651
628,PPPEX,1984,183.999
228,PPPEX,1984,43.383
924,PPPEX,1984,1.47
233,PPPEX,1984,51.117
632,PPPEX,1984,147.153
636,PPPEX,1984,
634,PPPEX,1984,148.062
238,PPPEX,1984,13.528
662,PPPEX,1984,161.091
960,PPPEX,1984,
423,PPPEX,1984,0.505
935,PPPEX,1984,
128,PPPEX,1984,6.93
611,PPPEX,1984,
321,PPPEX,1984,1.445
243,PPPEX,1984,0.743
248,PPPEX,1984,0.466
469,PPPEX,1984,0.206
253,PPPEX,1984,0.188
642,PPPEX,1984,156.68
643,PPPEX,1984,
939,PPPEX,1984,
734,PPPEX,1984,0.744
644,PPPEX,1984,1.093
819,PPPEX,1984,0.53
172,PPPEX,1984,0.807
132,PPPEX,1984,0.884
646,PPPEX,1984,194.831
648,PPPEX,1984,1.588
915,PPPEX,1984,
134,PPPEX,1984,0.793
652,PPPEX,1984,0.005
174,PPPEX,1984,0.142
328,PPPEX,1984,1.35
258,PPPEX,1984,0.35
656,PPPEX,1984,101.506
654,PPPEX,1984,197.414
336,PPPEX,1984,1.21
263,PPPEX,1984,1.465
268,PPPEX,1984,1.252
532,PPPEX,1984,4.78
944,PPPEX,1984,11.043
176,PPPEX,1984,25.274
534,PPPEX,1984,4.501
536,PPPEX,1984,435.932
429,PPPEX,1984,59.659
433,PPPEX,1984,
178,PPPEX,1984,0.622
136,PPPEX,1984,0.464
343,PPPEX,1984,1.0
158,PPPEX,1984,213.369
439,PPPEX,1984,0.134
916,PPPEX,1984,
664,PPPEX,1984,5.509
826,PPPEX,1984,0.532
542,PPPEX,1984,521.039
967,PPPEX,1984,
443,PPPEX,1984,0.205
917,PPPEX,1984,
544,PPPEX,1984,32.727
941,PPPEX,1984,
446,PPPEX,1984,0.888
666,PPPEX,1984,0.591
668,PPPEX,1984,
672,PPPEX,1984,0.144
946,PPPEX,1984,
137,PPPEX,1984,0.726
546,PPPEX,1984,
674,PPPEX,1984,48.171
676,PPPEX,1984,1.161
548,PPPEX,1984,1.266
556,PPPEX,1984,1.4
678,PPPEX,1984,132.591
181,PPPEX,1984,0.454
867,PPPEX,1984,
682,PPPEX,1984,
684,PPPEX,1984,5.351
273,PPPEX,1984,0.061
868,PPPEX,1984,
921,PPPEX,1984,
948,PPPEX,1984,2.536
943,PPPEX,1984,
686,PPPEX,1984,3.581
688,PPPEX,1984,0.066
518,PPPEX,1984,
728,PPPEX,1984,
836,PPPEX,1984,
558,PPPEX,1984,4.144
138,PPPEX,1984,0.938
196,PPPEX,1984,0.901
278,PPPEX,1984,
692,PPPEX,1984,239.501
694,PPPEX,1984,
962,PPPEX,1984,
142,PPPEX,1984,6.577
449,PPPEX,1984,0.189
564,PPPEX,1984,5.74
565,PPPEX,1984,
283,PPPEX,1984,0.415
853,PPPEX,1984,0.755
288,PPPEX,1984,69.344
293,PPPEX,1984,
566,PPPEX,1984,5.542
964,PPPEX,1984,0.004
182,PPPEX,1984,0.225
359,PPPEX,1984,0.719
453,PPPEX,1984,1.249
968,PPPEX,1984,
922,PPPEX,1984,
714,PPPEX,1984,63.564
862,PPPEX,1984,0.917
135,PPPEX,1984,
716,PPPEX,1984,0.024
456,PPPEX,1984,1.456
722,PPPEX,1984,181.873
942,PPPEX,1984,
718,PPPEX,1984,3.268
724,PPPEX,1984,1.321
576,PPPEX,1984,1.115
936,PPPEX,1984,
961,PPPEX,1984,
813,PPPEX,1984,0.825
726,PPPEX,1984,
199,PPPEX,1984,0.657
733,PPPEX,1984,
184,PPPEX,1984,0.406
524,PPPEX,1984,7.273
361,PPPEX,1984,1.376
362,PPPEX,1984,1.493
364,PPPEX,1984,1.455
732,PPPEX,1984,
366,PPPEX,1984,0.001
144,PPPEX,1984,7.121
146,PPPEX,1984,1.656
463,PPPEX,1984,3.01
528,PPPEX,1984,24.401
923,PPPEX,1984,
738,PPPEX,1984,14.423
578,PPPEX,1984,8.646
537,PPPEX,1984,
742,PPPEX,1984,173.362
866,PPPEX,1984,0.567
369,PPPEX,1984,2.531
744,PPPEX,1984,0.363
186,PPPEX,1984,
925,PPPEX,1984,
869,PPPEX,1984,
746,PPPEX,1984,2.538
926,PPPEX,1984,
466,PPPEX,1984,1.784
112,PPPEX,1984,0.53
111,PPPEX,1984,1.0
298,PPPEX,1984,0.022
927,PPPEX,1984,
846,PPPEX,1984,87.837
299,PPPEX,1984,
582,PPPEX,1984,1.206
487,PPPEX,1984,
474,PPPEX,1984,
754,PPPEX,1984,0.001
698,PPPEX,1984,
512,TX_RPCH,1984,
914,TX_RPCH,1984,0.0
612,TX_RPCH,1984,6.2
171,TX_RPCH,1984,
614,TX_RPCH,1984,12.5
311,TX_RPCH,1984,
213,TX_RPCH,1984,-2.591
911,TX_RPCH,1984,
314,TX_RPCH,1984,
193,TX_RPCH,1984,16.092
122,TX_RPCH,1984,6.334
912,TX_RPCH,1984,
313,TX_RPCH,1984,2.953
419,TX_RPCH,1984,
513,TX_RPCH,1984,-1.721
316,TX_RPCH,1984,16.277
913,TX_RPCH,1984,
124,TX_RPCH,1984,5.595
339,TX_RPCH,1984,0.0
638,TX_RPCH,1984,0.4
514,TX_RPCH,1984,-8.189
218,TX_RPCH,1984,-6.066
963,TX_RPCH,1984,
616,TX_RPCH,1984,32.654
223,TX_RPCH,1984,26.432
516,TX_RPCH,1984,-2.493
918,TX_RPCH,1984,31.382
748,TX_RPCH,1984,6.027
618,TX_RPCH,1984,9.921
624,TX_RPCH,1984,16.4
522,TX_RPCH,1984,
622,TX_RPCH,1984,6.795
156,TX_RPCH,1984,18.652
626,TX_RPCH,1984,-4.887
628,TX_RPCH,1984,38.975
228,TX_RPCH,1984,2.193
924,TX_RPCH,1984,
233,TX_RPCH,1984,10.614
632,TX_RPCH,1984,-54.6
636,TX_RPCH,1984,
634,TX_RPCH,1984,-9.904
238,TX_RPCH,1984,9.413
662,TX_RPCH,1984,-1.8
960,TX_RPCH,1984,
423,TX_RPCH,1984,0.473
935,TX_RPCH,1984,
128,TX_RPCH,1984,3.346
611,TX_RPCH,1984,
321,TX_RPCH,1984,
243,TX_RPCH,1984,12.207
248,TX_RPCH,1984,3.346
469,TX_RPCH,1984,1.527
253,TX_RPCH,1984,-4.808
642,TX_RPCH,1984,-18.051
643,TX_RPCH,1984,
939,TX_RPCH,1984,
734,TX_RPCH,1984,-19.118
644,TX_RPCH,1984,10.343
819,TX_RPCH,1984,
172,TX_RPCH,1984,6.527
132,TX_RPCH,1984,6.994
646,TX_RPCH,1984,7.224
648,TX_RPCH,1984,
915,TX_RPCH,1984,
134,TX_RPCH,1984,8.833
652,TX_RPCH,1984,7.165
174,TX_RPCH,1984,10.944
328,TX_RPCH,1984,
258,TX_RPCH,1984,-0.448
656,TX_RPCH,1984,
654,TX_RPCH,1984,48.4
336,TX_RPCH,1984,3.17
263,TX_RPCH,1984,6.058
268,TX_RPCH,1984,2.026
532,TX_RPCH,1984,19.1
944,TX_RPCH,1984,6.635
176,TX_RPCH,1984,2.406
534,TX_RPCH,1984,4.13
536,TX_RPCH,1984,15.2
429,TX_RPCH,1984,-18.869
433,TX_RPCH,1984,
178,TX_RPCH,1984,16.246
136,TX_RPCH,1984,7.702
343,TX_RPCH,1984,-37.718
158,TX_RPCH,1984,15.32
439,TX_RPCH,1984,5.681
916,TX_RPCH,1984,
664,TX_RPCH,1984,0.9
826,TX_RPCH,1984,54.387
542,TX_RPCH,1984,12.621
967,TX_RPCH,1984,
443,TX_RPCH,1984,
917,TX_RPCH,1984,
544,TX_RPCH,1984,8.079
941,TX_RPCH,1984,
446,TX_RPCH,1984,-26.079
666,TX_RPCH,1984,0.0
668,TX_RPCH,1984,
672,TX_RPCH,1984,
946,TX_RPCH,1984,
137,TX_RPCH,1984,
546,TX_RPCH,1984,
674,TX_RPCH,1984,10.609
676,TX_RPCH,1984,32.775
548,TX_RPCH,1984,12.141
556,TX_RPCH,1984,9.493
678,TX_RPCH,1984,21.856
181,TX_RPCH,1984,3.884
867,TX_RPCH,1984,
682,TX_RPCH,1984,
684,TX_RPCH,1984,2.529
273,TX_RPCH,1984,5.837
868,TX_RPCH,1984,
921,TX_RPCH,1984,
948,TX_RPCH,1984,
943,TX_RPCH,1984,
686,TX_RPCH,1984,17.383
688,TX_RPCH,1984,-27.838
518,TX_RPCH,1984,
728,TX_RPCH,1984,
836,TX_RPCH,1984,
558,TX_RPCH,1984,
138,TX_RPCH,1984,7.75
196,TX_RPCH,1984,7.389
278,TX_RPCH,1984,
692,TX_RPCH,1984,-4.655
694,TX_RPCH,1984,
962,TX_RPCH,1984,
142,TX_RPCH,1984,7.652
449,TX_RPCH,1984,5.331
564,TX_RPCH,1984,-3.819
565,TX_RPCH,1984,
283,TX_RPCH,1984,-11.663
853,TX_RPCH,1984,
288,TX_RPCH,1984,25.2
293,TX_RPCH,1984,3.995
566,TX_RPCH,1984,3.056
964,TX_RPCH,1984,
182,TX_RPCH,1984,14.34
359,TX_RPCH,1984,
453,TX_RPCH,1984,23.363
968,TX_RPCH,1984,14.269
922,TX_RPCH,1984,
714,TX_RPCH,1984,12.424
862,TX_RPCH,1984,
135,TX_RPCH,1984,
716,TX_RPCH,1984,0.0
456,TX_RPCH,1984,-13.595
722,TX_RPCH,1984,-9.429
942,TX_RPCH,1984,
718,TX_RPCH,1984,-25.583
724,TX_RPCH,1984,6.591
576,TX_RPCH,1984,8.622
936,TX_RPCH,1984,
961,TX_RPCH,1984,
813,TX_RPCH,1984,9.884
726,TX_RPCH,1984,
199,TX_RPCH,1984,2.666
733,TX_RPCH,1984,
184,TX_RPCH,1984,12.036
524,TX_RPCH,1984,16.883
361,TX_RPCH,1984,
362,TX_RPCH,1984,
364,TX_RPCH,1984,
732,TX_RPCH,1984,-6.117
366,TX_RPCH,1984,-7.057
144,TX_RPCH,1984,-1.081
146,TX_RPCH,1984,14.77
463,TX_RPCH,1984,-4.2
528,TX_RPCH,1984,18.156
923,TX_RPCH,1984,
738,TX_RPCH,1984,0.7
578,TX_RPCH,1984,12.056
537,TX_RPCH,1984,
742,TX_RPCH,1984,9.358
866,TX_RPCH,1984,
369,TX_RPCH,1984,2.564
744,TX_RPCH,1984,2.7
186,TX_RPCH,1984,
925,TX_RPCH,1984,
869,TX_RPCH,1984,
746,TX_RPCH,1984,-12.378
926,TX_RPCH,1984,
466,TX_RPCH,1984,1.197
112,TX_RPCH,1984,6.437
111,TX_RPCH,1984,8.15
298,TX_RPCH,1984,
927,TX_RPCH,1984,
846,TX_RPCH,1984,
299,TX_RPCH,1984,-3.531
582,TX_RPCH,1984,10.149
487,TX_RPCH,1984,
474,TX_RPCH,1984,
754,TX_RPCH,1984,
698,TX_RPCH,1984,
512,TM_RPCH,1984,
914,TM_RPCH,1984,0.0
612,TM_RPCH,1984,6.2
171,TM_RPCH,1984,
614,TM_RPCH,1984,2.2
311,TM_RPCH,1984,
213,TM_RPCH,1984,4.705
911,TM_RPCH,1984,
314,TM_RPCH,1984,
193,TM_RPCH,1984,22.058
122,TM_RPCH,1984,10.05
912,TM_RPCH,1984,
313,TM_RPCH,1984,4.289
419,TM_RPCH,1984,
513,TM_RPCH,1984,0.032
316,TM_RPCH,1984,8.577
913,TM_RPCH,1984,
124,TM_RPCH,1984,6.161
339,TM_RPCH,1984,0.0
638,TM_RPCH,1984,0.4
514,TM_RPCH,1984,5.228
218,TM_RPCH,1984,24.238
963,TM_RPCH,1984,
616,TM_RPCH,1984,3.303
223,TM_RPCH,1984,-10.404
516,TM_RPCH,1984,-8.971
918,TM_RPCH,1984,19.811
748,TM_RPCH,1984,-11.068
618,TM_RPCH,1984,3.21
624,TM_RPCH,1984,1.5
522,TM_RPCH,1984,
622,TM_RPCH,1984,-6.409
156,TM_RPCH,1984,17.468
626,TM_RPCH,1984,-5.491
628,TM_RPCH,1984,42.477
228,TM_RPCH,1984,12.002
924,TM_RPCH,1984,
233,TM_RPCH,1984,-8.77
632,TM_RPCH,1984,66.5
636,TM_RPCH,1984,
634,TM_RPCH,1984,-11.027
238,TM_RPCH,1984,9.307
662,TM_RPCH,1984,-1.7
960,TM_RPCH,1984,
423,TM_RPCH,1984,4.753
935,TM_RPCH,1984,
128,TM_RPCH,1984,5.361
611,TM_RPCH,1984,
321,TM_RPCH,1984,
243,TM_RPCH,1984,
248,TM_RPCH,1984,9.195
469,TM_RPCH,1984,7.937
253,TM_RPCH,1984,2.011
642,TM_RPCH,1984,24.584
643,TM_RPCH,1984,
939,TM_RPCH,1984,
734,TM_RPCH,1984,-15.064
644,TM_RPCH,1984,23.869
819,TM_RPCH,1984,
172,TM_RPCH,1984,0.918
132,TM_RPCH,1984,3.257
646,TM_RPCH,1984,1.494
648,TM_RPCH,1984,
915,TM_RPCH,1984,
134,TM_RPCH,1984,5.275
652,TM_RPCH,1984,10.121
174,TM_RPCH,1984,-2.056
328,TM_RPCH,1984,
258,TM_RPCH,1984,6.406
656,TM_RPCH,1984,
654,TM_RPCH,1984,11.3
336,TM_RPCH,1984,-10.342
263,TM_RPCH,1984,0.273
268,TM_RPCH,1984,14.319
532,TM_RPCH,1984,14.666
944,TM_RPCH,1984,1.085
176,TM_RPCH,1984,9.145
534,TM_RPCH,1984,0.094
536,TM_RPCH,1984,-10.5
429,TM_RPCH,1984,-10.667
433,TM_RPCH,1984,
178,TM_RPCH,1984,9.751
136,TM_RPCH,1984,12.825
343,TM_RPCH,1984,-44.407
158,TM_RPCH,1984,10.537
439,TM_RPCH,1984,-5.454
916,TM_RPCH,1984,
664,TM_RPCH,1984,17.9
826,TM_RPCH,1984,-6.678
542,TM_RPCH,1984,4.32
967,TM_RPCH,1984,
443,TM_RPCH,1984,
917,TM_RPCH,1984,
544,TM_RPCH,1984,14.496
941,TM_RPCH,1984,
446,TM_RPCH,1984,-20.531
666,TM_RPCH,1984,
668,TM_RPCH,1984,
672,TM_RPCH,1984,
946,TM_RPCH,1984,
137,TM_RPCH,1984,
546,TM_RPCH,1984,
674,TM_RPCH,1984,-6.767
676,TM_RPCH,1984,-6.529
548,TM_RPCH,1984,4.871
556,TM_RPCH,1984,0.912
678,TM_RPCH,1984,23.571
181,TM_RPCH,1984,3.796
867,TM_RPCH,1984,
682,TM_RPCH,1984,
684,TM_RPCH,1984,6.045
273,TM_RPCH,1984,18.457
868,TM_RPCH,1984,
921,TM_RPCH,1984,
948,TM_RPCH,1984,
943,TM_RPCH,1984,
686,TM_RPCH,1984,20.44
688,TM_RPCH,1984,-14.864
518,TM_RPCH,1984,
728,TM_RPCH,1984,
836,TM_RPCH,1984,
558,TM_RPCH,1984,
138,TM_RPCH,1984,5.307
196,TM_RPCH,1984,16.469
278,TM_RPCH,1984,
692,TM_RPCH,1984,-23.231
694,TM_RPCH,1984,
962,TM_RPCH,1984,
142,TM_RPCH,1984,5.362
449,TM_RPCH,1984,10.583
564,TM_RPCH,1984,7.278
565,TM_RPCH,1984,
283,TM_RPCH,1984,6.158
853,TM_RPCH,1984,
288,TM_RPCH,1984,16.9
293,TM_RPCH,1984,-3.887
566,TM_RPCH,1984,-20.88
964,TM_RPCH,1984,
182,TM_RPCH,1984,-2.073
359,TM_RPCH,1984,
453,TM_RPCH,1984,-14.872
968,TM_RPCH,1984,10.527
922,TM_RPCH,1984,
714,TM_RPCH,1984,5.487
862,TM_RPCH,1984,
135,TM_RPCH,1984,
716,TM_RPCH,1984,0.0
456,TM_RPCH,1984,-8.867
722,TM_RPCH,1984,-4.363
942,TM_RPCH,1984,
718,TM_RPCH,1984,-5.293
724,TM_RPCH,1984,-14.481
576,TM_RPCH,1984,8.076
936,TM_RPCH,1984,
961,TM_RPCH,1984,
813,TM_RPCH,1984,18.591
726,TM_RPCH,1984,
199,TM_RPCH,1984,19.799
733,TM_RPCH,1984,
184,TM_RPCH,1984,-1.334
524,TM_RPCH,1984,3.448
361,TM_RPCH,1984,
362,TM_RPCH,1984,
364,TM_RPCH,1984,
732,TM_RPCH,1984,-10.585
366,TM_RPCH,1984,-18.757
144,TM_RPCH,1984,-1.951
146,TM_RPCH,1984,5.664
463,TM_RPCH,1984,-1.2
528,TM_RPCH,1984,13.34
923,TM_RPCH,1984,
738,TM_RPCH,1984,-8.2
578,TM_RPCH,1984,1.021
537,TM_RPCH,1984,
742,TM_RPCH,1984,-4.859
866,TM_RPCH,1984,
369,TM_RPCH,1984,-17.656
744,TM_RPCH,1984,5.7
186,TM_RPCH,1984,
925,TM_RPCH,1984,
869,TM_RPCH,1984,
746,TM_RPCH,1984,-10.491
926,TM_RPCH,1984,
466,TM_RPCH,1984,-15.31
112,TM_RPCH,1984,9.457
111,TM_RPCH,1984,24.344
298,TM_RPCH,1984,
927,TM_RPCH,1984,
846,TM_RPCH,1984,
299,TM_RPCH,1984,
582,TM_RPCH,1984,22.861
487,TM_RPCH,1984,
474,TM_RPCH,1984,
754,TM_RPCH,1984,
698,TM_RPCH,1984,
512,LUR,1984,
914,LUR,1984,4.41
612,LUR,1984,16.536
171,LUR,1984,
614,LUR,1984,
311,LUR,1984,
213,LUR,1984,5.0
911,LUR,1984,
314,LUR,1984,
193,LUR,1984,8.967
122,LUR,1984,3.8
912,LUR,1984,
313,LUR,1984,
419,LUR,1984,
513,LUR,1984,
316,LUR,1984,17.037
913,LUR,1984,
124,LUR,1984,10.825
339,LUR,1984,
638,LUR,1984,
514,LUR,1984,
218,LUR,1984,
963,LUR,1984,
616,LUR,1984,
223,LUR,1984,
516,LUR,1984,
918,LUR,1984,
748,LUR,1984,
618,LUR,1984,
624,LUR,1984,22.982
522,LUR,1984,
622,LUR,1984,
156,LUR,1984,11.375
626,LUR,1984,
628,LUR,1984,
228,LUR,1984,17.515
924,LUR,1984,
233,LUR,1984,8.986
632,LUR,1984,
636,LUR,1984,
634,LUR,1984,
238,LUR,1984,5.361
662,LUR,1984,
960,LUR,1984,
423,LUR,1984,3.3
935,LUR,1984,
128,LUR,1984,7.925
611,LUR,1984,
321,LUR,1984,
243,LUR,1984,
248,LUR,1984,
469,LUR,1984,
253,LUR,1984,
642,LUR,1984,
643,LUR,1984,
939,LUR,1984,
734,LUR,1984,
644,LUR,1984,
819,LUR,1984,
172,LUR,1984,5.928
132,LUR,1984,8.458
646,LUR,1984,
648,LUR,1984,
915,LUR,1984,
134,LUR,1984,8.058
652,LUR,1984,
174,LUR,1984,8.1
328,LUR,1984,
258,LUR,1984,
656,LUR,1984,
654,LUR,1984,
336,LUR,1984,
263,LUR,1984,
268,LUR,1984,6.349
532,LUR,1984,3.875
944,LUR,1984,0.117
176,LUR,1984,1.254
534,LUR,1984,
536,LUR,1984,1.62
429,LUR,1984,
433,LUR,1984,
178,LUR,1984,
136,LUR,1984,7.833
343,LUR,1984,25.512
158,LUR,1984,2.708
439,LUR,1984,5.361
916,LUR,1984,
664,LUR,1984,
826,LUR,1984,
542,LUR,1984,3.85
967,LUR,1984,
443,LUR,1984,
917,LUR,1984,
544,LUR,1984,
941,LUR,1984,
446,LUR,1984,
666,LUR,1984,
668,LUR,1984,
672,LUR,1984,
946,LUR,1984,
137,LUR,1984,1.748
546,LUR,1984,
674,LUR,1984,
676,LUR,1984,
548,LUR,1984,
556,LUR,1984,
678,LUR,1984,
181,LUR,1984,12.5
867,LUR,1984,
682,LUR,1984,
684,LUR,1984,17.623
273,LUR,1984,5.6
868,LUR,1984,
921,LUR,1984,
948,LUR,1984,
943,LUR,1984,
686,LUR,1984,
688,LUR,1984,
518,LUR,1984,
728,LUR,1984,
836,LUR,1984,
558,LUR,1984,
138,LUR,1984,8.09
196,LUR,1984,7.186
278,LUR,1984,12.0
692,LUR,1984,
694,LUR,1984,
962,LUR,1984,
142,LUR,1984,3.147
449,LUR,1984,
564,LUR,1984,3.75
565,LUR,1984,
283,LUR,1984,12.216
853,LUR,1984,
288,LUR,1984,7.3
293,LUR,1984,8.9
566,LUR,1984,
964,LUR,1984,
182,LUR,1984,10.503
359,LUR,1984,20.7
453,LUR,1984,
968,LUR,1984,
922,LUR,1984,
714,LUR,1984,
862,LUR,1984,
135,LUR,1984,
716,LUR,1984,13.623
456,LUR,1984,
722,LUR,1984,
942,LUR,1984,
718,LUR,1984,
724,LUR,1984,
576,LUR,1984,6.135
936,LUR,1984,
961,LUR,1984,
813,LUR,1984,
726,LUR,1984,
199,LUR,1984,13.718
733,LUR,1984,
184,LUR,1984,19.937
524,LUR,1984,
361,LUR,1984,
362,LUR,1984,
364,LUR,1984,
732,LUR,1984,20.66
366,LUR,1984,
144,LUR,1984,4.233
146,LUR,1984,1.138
463,LUR,1984,
528,LUR,1984,2.45
923,LUR,1984,
738,LUR,1984,
578,LUR,1984,
537,LUR,1984,
742,LUR,1984,
866,LUR,1984,
369,LUR,1984,
744,LUR,1984,
186,LUR,1984,7.407
925,LUR,1984,
869,LUR,1984,
746,LUR,1984,
926,LUR,1984,
466,LUR,1984,
112,LUR,1984,11.75
111,LUR,1984,7.508
298,LUR,1984,14.0
927,LUR,1984,
846,LUR,1984,
299,LUR,1984,
582,LUR,1984,
487,LUR,1984,
474,LUR,1984,
754,LUR,1984,
698,LUR,1984,
512,GGR_NGDP,1984,
914,GGR_NGDP,1984,
612,GGR_NGDP,1984,
171,GGR_NGDP,1984,
614,GGR_NGDP,1984,
