WEO_Country_Group_Code,WEO_Subject_Code,Year,Value
400,PCPIPCH,1991,14.593
603,PCPIPCH,1991,
1,PPPPC,1991,
110,PPPPC,1991,21016.8
163,PPPPC,1991,
119,PPPPC,1991,22511.398
123,PPPPC,1991,15163.674
998,PPPPC,1991,18457.969
510,PPPPC,1991,3553.876
200,PPPPC,1991,2567.322
505,PPPPC,1991,1346.63
903,PPPPC,1991,7291.569
205,PPPPC,1991,6947.084
400,PPPPC,1991,5310.788
603,PPPPC,1991,1791.418
1,PPPSH,1991,
110,PPPSH,1991,64.392
163,PPPSH,1991,
119,PPPSH,1991,51.11
123,PPPSH,1991,6.678
998,PPPSH,1991,24.914
510,PPPSH,1991,3.979
200,PPPSH,1991,35.608
505,PPPSH,1991,12.12
903,PPPSH,1991,
205,PPPSH,1991,10.338
400,PPPSH,1991,6.729
603,PPPSH,1991,2.877
1,TM_RPCH,1991,4.581
110,TM_RPCH,1991,3.546
163,TM_RPCH,1991,6.514
119,TM_RPCH,1991,2.429
123,TM_RPCH,1991,6.465
998,TM_RPCH,1991,
510,TM_RPCH,1991,11.754
200,TM_RPCH,1991,10.665
505,TM_RPCH,1991,7.37
903,TM_RPCH,1991,-7.882
205,TM_RPCH,1991,14.381
400,TM_RPCH,1991,17.496
603,TM_RPCH,1991,7.693
1,TX_RPCH,1991,6.177
110,TX_RPCH,1991,6.02
163,TX_RPCH,1991,6.928
119,TX_RPCH,1991,6.044
123,TX_RPCH,1991,7.327
998,TX_RPCH,1991,
510,TX_RPCH,1991,12.099
200,TX_RPCH,1991,7.091
505,TX_RPCH,1991,13.252
903,TX_RPCH,1991,-2.493
205,TX_RPCH,1991,3.024
400,TX_RPCH,1991,9.734
603,TX_RPCH,1991,3.807
1,BCA_NGDPD,1992,
110,BCA_NGDPD,1992,-0.152
163,BCA_NGDPD,1992,
119,BCA_NGDPD,1992,-0.19
123,BCA_NGDPD,1992,0.765
998,BCA_NGDPD,1992,-1.093
510,BCA_NGDPD,1992,-1.458
200,BCA_NGDPD,1992,
505,BCA_NGDPD,1992,
903,BCA_NGDPD,1992,-1.76
205,BCA_NGDPD,1992,-3.334
400,BCA_NGDPD,1992,-4.73
603,BCA_NGDPD,1992,-0.974
1,GGR_NGDP,1992,
110,GGR_NGDP,1992,
163,GGR_NGDP,1992,46.113
119,GGR_NGDP,1992,
123,GGR_NGDP,1992,
998,GGR_NGDP,1992,46.37
510,GGR_NGDP,1992,
200,GGR_NGDP,1992,
505,GGR_NGDP,1992,
903,GGR_NGDP,1992,
205,GGR_NGDP,1992,
400,GGR_NGDP,1992,
603,GGR_NGDP,1992,
1,GGSB_NPGDP,1992,
110,GGSB_NPGDP,1992,
163,GGSB_NPGDP,1992,
119,GGSB_NPGDP,1992,
123,GGSB_NPGDP,1992,
998,GGSB_NPGDP,1992,
510,GGSB_NPGDP,1992,
200,GGSB_NPGDP,1992,
505,GGSB_NPGDP,1992,
903,GGSB_NPGDP,1992,
205,GGSB_NPGDP,1992,
400,GGSB_NPGDP,1992,
603,GGSB_NPGDP,1992,
1,GGX_NGDP,1992,
110,GGX_NGDP,1992,
163,GGX_NGDP,1992,51.255
119,GGX_NGDP,1992,
123,GGX_NGDP,1992,
998,GGX_NGDP,1992,51.568
510,GGX_NGDP,1992,
200,GGX_NGDP,1992,
505,GGX_NGDP,1992,
903,GGX_NGDP,1992,
205,GGX_NGDP,1992,
400,GGX_NGDP,1992,
603,GGX_NGDP,1992,
1,GGXWDG_NGDP,1992,
110,GGXWDG_NGDP,1992,
163,GGXWDG_NGDP,1992,
119,GGXWDG_NGDP,1992,
123,GGXWDG_NGDP,1992,
998,GGXWDG_NGDP,1992,
510,GGXWDG_NGDP,1992,
200,GGXWDG_NGDP,1992,
505,GGXWDG_NGDP,1992,
903,GGXWDG_NGDP,1992,
205,GGXWDG_NGDP,1992,
400,GGXWDG_NGDP,1992,
603,GGXWDG_NGDP,1992,
1,LUR,1992,
110,LUR,1992,7.103
163,LUR,1992,9.11
119,LUR,1992,6.932
123,LUR,1992,5.063
998,LUR,1992,
510,LUR,1992,
200,LUR,1992,
505,LUR,1992,
903,LUR,1992,
205,LUR,1992,
400,LUR,1992,
603,LUR,1992,
1,NGDP_RPCH,1992,2.18
110,NGDP_RPCH,1992,2.241
163,NGDP_RPCH,1992,1.386
119,NGDP_RPCH,1992,2.139
123,NGDP_RPCH,1992,3.913
998,NGDP_RPCH,1992,1.04
510,NGDP_RPCH,1992,6.678
200,NGDP_RPCH,1992,2.089
505,NGDP_RPCH,1992,8.76
903,NGDP_RPCH,1992,-8.774
205,NGDP_RPCH,1992,3.588
400,NGDP_RPCH,1992,4.668
603,NGDP_RPCH,1992,-0.182
1,NGSD_NGDP,1992,22.543
110,NGSD_NGDP,1992,22.682
163,NGSD_NGDP,1992,22.263
119,NGSD_NGDP,1992,22.215
123,NGSD_NGDP,1992,27.8
998,NGSD_NGDP,1992,21.588
510,NGSD_NGDP,1992,28.811
200,NGSD_NGDP,1992,21.827
505,NGSD_NGDP,1992,30.044
903,NGSD_NGDP,1992,22.499
205,NGSD_NGDP,1992,16.194
400,NGSD_NGDP,1992,21.443
603,NGSD_NGDP,1992,15.335
1,NID_NGDP,1992,24.268
110,NID_NGDP,1992,24.258
163,NID_NGDP,1992,24.494
119,NID_NGDP,1992,24.041
123,NID_NGDP,1992,27.056
998,NID_NGDP,1992,23.159
510,NID_NGDP,1992,36.528
200,NID_NGDP,1992,24.321
505,NID_NGDP,1992,33.883
903,NID_NGDP,1992,17.357
205,NID_NGDP,1992,19.571
400,NID_NGDP,1992,24.84
603,NID_NGDP,1992,18.169
1,PCPIPCH,1992,39.33
110,PCPIPCH,1992,3.57
163,PCPIPCH,1992,3.632
119,PCPIPCH,1992,3.219
123,PCPIPCH,1992,3.945
998,PCPIPCH,1992,11.409
510,PCPIPCH,1992,6.158
200,PCPIPCH,1992,122.103
505,PCPIPCH,1992,8.433
903,PCPIPCH,1992,653.202
205,PCPIPCH,1992,174.404
400,PCPIPCH,1992,18.654
603,PCPIPCH,1992,
1,PPPPC,1992,
110,PPPPC,1992,21661.478
163,PPPPC,1992,
119,PPPPC,1992,23330.896
123,PPPPC,1992,15925.564
998,PPPPC,1992,18760.687
510,PPPPC,1992,3808.249
200,PPPPC,1992,3063.204
505,PPPPC,1992,1471.219
903,PPPPC,1992,8883.018
205,PPPPC,1992,7219.238
400,PPPPC,1992,5200.049
603,PPPPC,1992,1768.373
1,PPPSH,1992,
110,PPPSH,1992,59.323
163,PPPSH,1992,
119,PPPSH,1992,46.846
123,PPPSH,1992,6.223
998,PPPSH,1992,22.834
510,PPPSH,1992,3.807
200,PPPSH,1992,40.677
505,PPPSH,1992,11.812
903,PPPSH,1992,9.624
205,PPPSH,1992,9.599
400,PPPSH,1992,7.064
603,PPPSH,1992,2.578
1,TM_RPCH,1992,5.261
110,TM_RPCH,1992,4.744
163,TM_RPCH,1992,3.389
119,TM_RPCH,1992,4.108
123,TM_RPCH,1992,7.545
998,TM_RPCH,1992,
510,TM_RPCH,1992,7.253
200,TM_RPCH,1992,7.971
505,TM_RPCH,1992,10.281
903,TM_RPCH,1992,8.367
205,TM_RPCH,1992,16.852
400,TM_RPCH,1992,0.727
603,TM_RPCH,1992,0.57
1,TX_RPCH,1992,5.537
110,TX_RPCH,1992,5.262
163,TX_RPCH,1992,3.439
119,TX_RPCH,1992,4.55
123,TX_RPCH,1992,8.089
998,TX_RPCH,1992,
510,TX_RPCH,1992,10.311
200,TX_RPCH,1992,7.127
505,TX_RPCH,1992,11.574
903,TX_RPCH,1992,7.132
205,TX_RPCH,1992,7.061
400,TX_RPCH,1992,4.111
603,TX_RPCH,1992,4.351
1,BCA_NGDPD,1993,
110,BCA_NGDPD,1993,0.255
163,BCA_NGDPD,1993,
119,BCA_NGDPD,1993,0.07
123,BCA_NGDPD,1993,1.393
998,BCA_NGDPD,1993,0.04
510,BCA_NGDPD,1993,-2.048
200,BCA_NGDPD,1993,
505,BCA_NGDPD,1993,
903,BCA_NGDPD,1993,-2.776
205,BCA_NGDPD,1993,-3.616
400,BCA_NGDPD,1993,-4.03
603,BCA_NGDPD,1993,-1.006
1,GGR_NGDP,1993,
110,GGR_NGDP,1993,
163,GGR_NGDP,1993,46.869
119,GGR_NGDP,1993,
123,GGR_NGDP,1993,
998,GGR_NGDP,1993,46.896
510,GGR_NGDP,1993,
200,GGR_NGDP,1993,
505,GGR_NGDP,1993,
903,GGR_NGDP,1993,
205,GGR_NGDP,1993,
400,GGR_NGDP,1993,
603,GGR_NGDP,1993,
1,GGSB_NPGDP,1993,
110,GGSB_NPGDP,1993,
163,GGSB_NPGDP,1993,
119,GGSB_NPGDP,1993,
123,GGSB_NPGDP,1993,
998,GGSB_NPGDP,1993,
510,GGSB_NPGDP,1993,
200,GGSB_NPGDP,1993,
505,GGSB_NPGDP,1993,
903,GGSB_NPGDP,1993,
205,GGSB_NPGDP,1993,
400,GGSB_NPGDP,1993,
603,GGSB_NPGDP,1993,
1,GGX_NGDP,1993,
110,GGX_NGDP,1993,
163,GGX_NGDP,1993,52.731
119,GGX_NGDP,1993,
123,GGX_NGDP,1993,
998,GGX_NGDP,1993,52.816
510,GGX_NGDP,1993,
200,GGX_NGDP,1993,
505,GGX_NGDP,1993,
903,GGX_NGDP,1993,
205,GGX_NGDP,1993,
400,GGX_NGDP,1993,
603,GGX_NGDP,1993,
1,GGXWDG_NGDP,1993,
110,GGXWDG_NGDP,1993,
163,GGXWDG_NGDP,1993,
119,GGXWDG_NGDP,1993,
123,GGXWDG_NGDP,1993,
998,GGXWDG_NGDP,1993,
510,GGXWDG_NGDP,1993,
200,GGXWDG_NGDP,1993,
505,GGXWDG_NGDP,1993,
903,GGXWDG_NGDP,1993,
205,GGXWDG_NGDP,1993,
400,GGXWDG_NGDP,1993,
603,GGXWDG_NGDP,1993,
1,LUR,1993,
110,LUR,1993,7.583
163,LUR,1993,9.958
119,LUR,1993,7.094
123,LUR,1993,5.611
998,LUR,1993,
510,LUR,1993,
200,LUR,1993,
505,LUR,1993,
903,LUR,1993,
205,LUR,1993,
400,LUR,1993,
603,LUR,1993,
1,NGDP_RPCH,1993,1.949
110,NGDP_RPCH,1993,1.295
163,NGDP_RPCH,1993,-0.786
119,NGDP_RPCH,1993,1.141
123,NGDP_RPCH,1993,4.195
998,NGDP_RPCH,1993,-0.584
510,NGDP_RPCH,1993,7.893
200,NGDP_RPCH,1993,2.893
505,NGDP_RPCH,1993,8.918
903,NGDP_RPCH,1993,-4.587
205,NGDP_RPCH,1993,4.054
400,NGDP_RPCH,1993,0.458
603,NGDP_RPCH,1993,1.545
1,NGSD_NGDP,1993,22.427
110,NGSD_NGDP,1993,22.405
163,NGSD_NGDP,1993,21.874
119,NGSD_NGDP,1993,21.777
123,NGSD_NGDP,1993,28.547
998,NGSD_NGDP,1993,20.992
510,NGSD_NGDP,1993,29.233
200,NGSD_NGDP,1993,22.527
505,NGSD_NGDP,1993,32.515
903,NGSD_NGDP,1993,22.118
205,NGSD_NGDP,1993,17.127
400,NGSD_NGDP,1993,19.268
603,NGSD_NGDP,1993,13.615
1,NID_NGDP,1993,23.791
110,NID_NGDP,1993,23.643
163,NID_NGDP,1993,22.312
119,NID_NGDP,1993,23.452
123,NID_NGDP,1993,27.075
998,NID_NGDP,1993,21.297
510,NID_NGDP,1993,33.771
200,NID_NGDP,1993,24.467
505,NID_NGDP,1993,35.192
903,NID_NGDP,1993,14.967
205,NID_NGDP,1993,21.084
400,NID_NGDP,1993,23.486
603,NID_NGDP,1993,16.526
1,PCPIPCH,1993,39.793
110,PCPIPCH,1993,3.221
163,PCPIPCH,1993,3.239
119,PCPIPCH,1993,2.866
123,PCPIPCH,1993,3.669
998,PCPIPCH,1993,11.767
510,PCPIPCH,1993,6.559
200,PCPIPCH,1993,122.767
505,PCPIPCH,1993,9.933
903,PCPIPCH,1993,528.179
205,PCPIPCH,1993,243.803
400,PCPIPCH,1993,42.428
603,PCPIPCH,1993,
1,PPPPC,1993,
110,PPPPC,1993,22175.319
163,PPPPC,1993,
119,PPPPC,1993,23969.143
123,PPPPC,1993,16792.628
998,PPPPC,1993,18844.419
510,PPPPC,1993,4132.444
200,PPPPC,1993,3163.903
505,PPPPC,1993,1612.01
903,PPPPC,1993,8610.625
205,PPPPC,1993,7552.825
400,PPPPC,1993,5281.764
603,PPPPC,1993,1782.151
1,PPPSH,1993,
110,PPPSH,1993,59.122
163,PPPSH,1993,
119,PPPSH,1993,46.507
123,PPPSH,1993,6.36
998,PPPSH,1993,22.433
510,PPPSH,1993,4.031
200,PPPSH,1993,40.878
505,PPPSH,1993,12.613
903,PPPSH,1993,8.961
205,PPPSH,1993,9.804
400,PPPSH,1993,6.935
603,PPPSH,1993,2.565
1,TM_RPCH,1993,1.981
110,TM_RPCH,1993,0.757
163,TM_RPCH,1993,-5.06
119,TM_RPCH,1993,-0.09
123,TM_RPCH,1993,5.141
998,TM_RPCH,1993,
510,TM_RPCH,1993,13.727
200,TM_RPCH,1993,7.627
505,TM_RPCH,1993,10.268
903,TM_RPCH,1993,12.565
205,TM_RPCH,1993,14.568
400,TM_RPCH,1993,-2.894
603,TM_RPCH,1993,2.739
1,TX_RPCH,1993,3.339
110,TX_RPCH,1993,2.655
163,TX_RPCH,1993,0.447
119,TX_RPCH,1993,1.43
123,TX_RPCH,1993,5.822
998,TX_RPCH,1993,
510,TX_RPCH,1993,12.177
200,TX_RPCH,1993,6.87
505,TX_RPCH,1993,9.911
903,TX_RPCH,1993,4.07
205,TX_RPCH,1993,7.721
400,TX_RPCH,1993,6.095
603,TX_RPCH,1993,3.588
1,BCA_NGDPD,1994,
110,BCA_NGDPD,1994,0.065
163,BCA_NGDPD,1994,
119,BCA_NGDPD,1994,-0.104
123,BCA_NGDPD,1994,0.742
998,BCA_NGDPD,1994,0.081
510,BCA_NGDPD,1994,-1.235
200,BCA_NGDPD,1994,
505,BCA_NGDPD,1994,
903,BCA_NGDPD,1994,0.623
205,BCA_NGDPD,1994,-3.647
400,BCA_NGDPD,1994,-1.973
603,BCA_NGDPD,1994,-1.444
1,GGR_NGDP,1994,
110,GGR_NGDP,1994,
163,GGR_NGDP,1994,46.566
119,GGR_NGDP,1994,
123,GGR_NGDP,1994,
998,GGR_NGDP,1994,46.67
510,GGR_NGDP,1994,
200,GGR_NGDP,1994,
505,GGR_NGDP,1994,
903,GGR_NGDP,1994,
205,GGR_NGDP,1994,
400,GGR_NGDP,1994,
603,GGR_NGDP,1994,
1,GGSB_NPGDP,1994,
110,GGSB_NPGDP,1994,
163,GGSB_NPGDP,1994,
119,GGSB_NPGDP,1994,
123,GGSB_NPGDP,1994,
998,GGSB_NPGDP,1994,
510,GGSB_NPGDP,1994,
200,GGSB_NPGDP,1994,
505,GGSB_NPGDP,1994,
903,GGSB_NPGDP,1994,
205,GGSB_NPGDP,1994,
400,GGSB_NPGDP,1994,
603,GGSB_NPGDP,1994,
1,GGX_NGDP,1994,
110,GGX_NGDP,1994,
163,GGX_NGDP,1994,51.624
119,GGX_NGDP,1994,
123,GGX_NGDP,1994,
998,GGX_NGDP,1994,51.793
510,GGX_NGDP,1994,
200,GGX_NGDP,1994,
505,GGX_NGDP,1994,
903,GGX_NGDP,1994,
205,GGX_NGDP,1994,
400,GGX_NGDP,1994,
603,GGX_NGDP,1994,
1,GGXWDG_NGDP,1994,
110,GGXWDG_NGDP,1994,
163,GGXWDG_NGDP,1994,
119,GGXWDG_NGDP,1994,
123,GGXWDG_NGDP,1994,
998,GGXWDG_NGDP,1994,
510,GGXWDG_NGDP,1994,
200,GGXWDG_NGDP,1994,
505,GGXWDG_NGDP,1994,
903,GGXWDG_NGDP,1994,
205,GGXWDG_NGDP,1994,
400,GGXWDG_NGDP,1994,
603,GGXWDG_NGDP,1994,
1,LUR,1994,
110,LUR,1994,7.445
163,LUR,1994,10.617
119,LUR,1994,6.892
123,LUR,1994,5.01
998,LUR,1994,
510,LUR,1994,
200,LUR,1994,
505,LUR,1994,
903,LUR,1994,
205,LUR,1994,
400,LUR,1994,
603,LUR,1994,
1,NGDP_RPCH,1994,3.154
110,NGDP_RPCH,1994,3.369
163,NGDP_RPCH,1994,2.498
119,NGDP_RPCH,1994,3.047
123,NGDP_RPCH,1994,6.159
998,NGDP_RPCH,1994,2.719
510,NGDP_RPCH,1994,7.724
200,NGDP_RPCH,1994,2.84
505,NGDP_RPCH,1994,9.214
903,NGDP_RPCH,1994,-8.744
205,NGDP_RPCH,1994,4.572
400,NGDP_RPCH,1994,1.561
603,NGDP_RPCH,1994,1.858
1,NGSD_NGDP,1994,22.606
110,NGSD_NGDP,1994,22.693
163,NGSD_NGDP,1994,22.182
119,NGSD_NGDP,1994,21.971
123,NGSD_NGDP,1994,29.118
998,NGSD_NGDP,1994,21.577
510,NGSD_NGDP,1994,30.441
200,NGSD_NGDP,1994,22.209
505,NGSD_NGDP,1994,32.692
903,NGSD_NGDP,1994,18.43
205,NGSD_NGDP,1994,17.957
400,NGSD_NGDP,1994,19.076
603,NGSD_NGDP,1994,13.738
1,NID_NGDP,1994,24.172
110,NID_NGDP,1994,24.012
163,NID_NGDP,1994,23.343
119,NID_NGDP,1994,23.732
123,NID_NGDP,1994,28.147
998,NID_NGDP,1994,21.721
510,NID_NGDP,1994,34.367
200,NID_NGDP,1994,24.9
505,NID_NGDP,1994,34.27
903,NID_NGDP,1994,18.56
205,NID_NGDP,1994,22.593
400,NID_NGDP,1994,22.058
603,NID_NGDP,1994,16.004
1,PCPIPCH,1994,30.844
110,PCPIPCH,1994,2.675
163,PCPIPCH,1994,2.72
119,PCPIPCH,1994,2.214
123,PCPIPCH,1994,3.88
998,PCPIPCH,1994,8.371
510,PCPIPCH,1994,7.19
200,PCPIPCH,1994,90.902
505,PCPIPCH,1994,14.177
903,PCPIPCH,1994,226.783
205,PCPIPCH,1994,249.318
400,PCPIPCH,1994,41.485
603,PCPIPCH,1994,
1,PPPPC,1994,
110,PPPPC,1994,23250.995
163,PPPPC,1994,
119,PPPPC,1994,25058.485
123,PPPPC,1994,18000.63
998,PPPPC,1994,19738.249
510,PPPPC,1994,4468.022
200,PPPPC,1994,3245.861
505,PPPPC,1994,1768.468
903,PPPPC,1994,7953.833
205,PPPPC,1994,7870.803
400,PPPPC,1994,5350.152
603,PPPPC,1994,1800.974
1,PPPSH,1994,
110,PPPSH,1994,59.397
163,PPPSH,1994,
119,PPPSH,1994,46.584
123,PPPSH,1994,6.559
998,PPPSH,1994,22.398
510,PPPSH,1994,4.22
200,PPPSH,1994,40.603
505,PPPSH,1994,13.382
903,PPPSH,1994,7.885
205,PPPSH,1994,9.96
400,PPPSH,1994,6.843
603,PPPSH,1994,2.534
1,TM_RPCH,1994,10.211
110,TM_RPCH,1994,11.184
163,TM_RPCH,1994,8.667
119,TM_RPCH,1994,11.183
123,TM_RPCH,1994,12.724
998,TM_RPCH,1994,
510,TM_RPCH,1994,18.342
200,TM_RPCH,1994,6.18
505,TM_RPCH,1994,20.266
903,TM_RPCH,1994,-2.938
205,TM_RPCH,1994,14.992
400,TM_RPCH,1994,-12.41
603,TM_RPCH,1994,5.247
1,TX_RPCH,1994,8.71
110,TX_RPCH,1994,8.765
163,TX_RPCH,1994,9.071
119,TX_RPCH,1994,7.841
123,TX_RPCH,1994,10.629
998,TX_RPCH,1994,
510,TX_RPCH,1994,17.04
200,TX_RPCH,1994,8.445
505,TX_RPCH,1994,15.509
903,TX_RPCH,1994,6.603
205,TX_RPCH,1994,10.963
400,TX_RPCH,1994,1.226
603,TX_RPCH,1994,2.86
1,BCA_NGDPD,1995,
110,BCA_NGDPD,1995,0.089
163,BCA_NGDPD,1995,
119,BCA_NGDPD,1995,-0.067
123,BCA_NGDPD,1995,0.198
998,BCA_NGDPD,1995,0.442
510,BCA_NGDPD,1995,-2.42
200,BCA_NGDPD,1995,
505,BCA_NGDPD,1995,
903,BCA_NGDPD,1995,0.06
205,BCA_NGDPD,1995,-2.002
400,BCA_NGDPD,1995,-1.251
603,BCA_NGDPD,1995,-1.988
1,GGR_NGDP,1995,
110,GGR_NGDP,1995,
163,GGR_NGDP,1995,45.778
119,GGR_NGDP,1995,
123,GGR_NGDP,1995,31.171
998,GGR_NGDP,1995,46.173
510,GGR_NGDP,1995,17.889
200,GGR_NGDP,1995,
505,GGR_NGDP,1995,14.567
903,GGR_NGDP,1995,
205,GGR_NGDP,1995,
400,GGR_NGDP,1995,
603,GGR_NGDP,1995,
1,GGSB_NPGDP,1995,
110,GGSB_NPGDP,1995,
163,GGSB_NPGDP,1995,-3.872
119,GGSB_NPGDP,1995,
123,GGSB_NPGDP,1995,
998,GGSB_NPGDP,1995,
510,GGSB_NPGDP,1995,
200,GGSB_NPGDP,1995,
505,GGSB_NPGDP,1995,
903,GGSB_NPGDP,1995,
205,GGSB_NPGDP,1995,
400,GGSB_NPGDP,1995,
603,GGSB_NPGDP,1995,
1,GGX_NGDP,1995,
110,GGX_NGDP,1995,
163,GGX_NGDP,1995,53.109
119,GGX_NGDP,1995,
123,GGX_NGDP,1995,32.907
998,GGX_NGDP,1995,53.389
510,GGX_NGDP,1995,15.844
200,GGX_NGDP,1995,
505,GGX_NGDP,1995,15.962
903,GGX_NGDP,1995,
205,GGX_NGDP,1995,
400,GGX_NGDP,1995,
603,GGX_NGDP,1995,
1,GGXWDG_NGDP,1995,
110,GGXWDG_NGDP,1995,
163,GGXWDG_NGDP,1995,71.489
119,GGXWDG_NGDP,1995,
123,GGXWDG_NGDP,1995,
998,GGXWDG_NGDP,1995,70.198
510,GGXWDG_NGDP,1995,
200,GGXWDG_NGDP,1995,
505,GGXWDG_NGDP,1995,
903,GGXWDG_NGDP,1995,
205,GGXWDG_NGDP,1995,
400,GGXWDG_NGDP,1995,
603,GGXWDG_NGDP,1995,
1,LUR,1995,
110,LUR,1995,7.135
163,LUR,1995,10.65
119,LUR,1995,6.625
123,LUR,1995,4.522
998,LUR,1995,
510,LUR,1995,
200,LUR,1995,
505,LUR,1995,
903,LUR,1995,
205,LUR,1995,
400,LUR,1995,
603,LUR,1995,
1,NGDP_RPCH,1995,3.294
110,NGDP_RPCH,1995,2.945
163,NGDP_RPCH,1995,2.896
119,NGDP_RPCH,1995,2.508
123,NGDP_RPCH,1995,5.324
998,NGDP_RPCH,1995,2.907
510,NGDP_RPCH,1995,7.908
200,NGDP_RPCH,1995,3.802
505,NGDP_RPCH,1995,8.847
903,NGDP_RPCH,1995,-0.489
205,NGDP_RPCH,1995,1.125
400,NGDP_RPCH,1995,1.912
603,NGDP_RPCH,1995,3.853
1,NGSD_NGDP,1995,23.142
110,NGSD_NGDP,1995,23.23
163,NGSD_NGDP,1995,22.581
119,NGSD_NGDP,1995,22.373
123,NGSD_NGDP,1995,29.632
998,NGSD_NGDP,1995,22.501
510,NGSD_NGDP,1995,31.034
200,NGSD_NGDP,1995,22.759
505,NGSD_NGDP,1995,32.757
903,NGSD_NGDP,1995,20.442
205,NGSD_NGDP,1995,16.989
400,NGSD_NGDP,1995,22.106
603,NGSD_NGDP,1995,13.804
1,NID_NGDP,1995,24.339
110,NID_NGDP,1995,24.326
163,NID_NGDP,1995,22.276
119,NID_NGDP,1995,23.937
123,NID_NGDP,1995,28.864
998,NID_NGDP,1995,22.266
510,NID_NGDP,1995,35.444
200,NID_NGDP,1995,24.396
505,NID_NGDP,1995,34.681
903,NID_NGDP,1995,21.331
205,NID_NGDP,1995,18.994
400,NID_NGDP,1995,22.187
603,NID_NGDP,1995,16.402
1,PCPIPCH,1995,16.237
110,PCPIPCH,1995,2.644
163,PCPIPCH,1995,2.446
119,PCPIPCH,1995,2.29
123,PCPIPCH,1995,3.972
998,PCPIPCH,1995,5.51
510,PCPIPCH,1995,6.989
200,PCPIPCH,1995,40.907
505,PCPIPCH,1995,11.76
903,PCPIPCH,1995,135.576
205,PCPIPCH,1995,40.181
400,PCPIPCH,1995,27.505
603,PCPIPCH,1995,
1,PPPPC,1995,
110,PPPPC,1995,24115.937
163,PPPPC,1995,
119,PPPPC,1995,26059.282
123,PPPPC,1995,18873.822
998,PPPPC,1995,20476.204
510,PPPPC,1995,4836.733
200,PPPPC,1995,3374.816
505,PPPPC,1995,1934.495
903,PPPPC,1995,8043.36
205,PPPPC,1995,7971.644
400,PPPPC,1995,5460.603
603,PPPPC,1995,1858.451
1,PPPSH,1995,
110,PPPSH,1995,59.471
163,PPPSH,1995,
119,PPPSH,1995,46.071
123,PPPSH,1995,7.082
998,PPPSH,1995,22.723
510,PPPSH,1995,4.393
200,PPPSH,1995,40.529
505,PPPSH,1995,14.049
903,PPPSH,1995,7.539
205,PPPSH,1995,9.694
400,PPPSH,1995,6.711
603,PPPSH,1995,2.537
1,TM_RPCH,1995,9.415
110,TM_RPCH,1995,9.263
163,TM_RPCH,1995,8.274
119,TM_RPCH,1995,7.842
123,TM_RPCH,1995,13.627
998,TM_RPCH,1995,
510,TM_RPCH,1995,21.701
200,TM_RPCH,1995,10.07
505,TM_RPCH,1995,20.287
903,TM_RPCH,1995,11.912
205,TM_RPCH,1995,2.878
400,TM_RPCH,1995,1.992
603,TM_RPCH,1995,14.175
1,TX_RPCH,1995,9.591
110,TX_RPCH,1995,9.223
163,TX_RPCH,1995,8.414
119,TX_RPCH,1995,8.489
123,TX_RPCH,1995,12.608
998,TX_RPCH,1995,
510,TX_RPCH,1995,17.253
200,TX_RPCH,1995,11.386
505,TX_RPCH,1995,14.445
903,TX_RPCH,1995,10.859
205,TX_RPCH,1995,15.869
400,TX_RPCH,1995,2.443
603,TX_RPCH,1995,10.906
1,BCA_NGDPD,1996,
110,BCA_NGDPD,1996,0.043
163,BCA_NGDPD,1996,
119,BCA_NGDPD,1996,-0.078
123,BCA_NGDPD,1996,0.353
998,BCA_NGDPD,1996,0.706
510,BCA_NGDPD,1996,-2.152
200,BCA_NGDPD,1996,
505,BCA_NGDPD,1996,
903,BCA_NGDPD,1996,-0.18
205,BCA_NGDPD,1996,-1.884
400,BCA_NGDPD,1996,0.467
603,BCA_NGDPD,1996,0.149
1,GGR_NGDP,1996,
110,GGR_NGDP,1996,
163,GGR_NGDP,1996,46.166
119,GGR_NGDP,1996,
123,GGR_NGDP,1996,31.606
998,GGR_NGDP,1996,46.644
510,GGR_NGDP,1996,18.281
200,GGR_NGDP,1996,
505,GGR_NGDP,1996,14.415
903,GGR_NGDP,1996,
205,GGR_NGDP,1996,
400,GGR_NGDP,1996,
603,GGR_NGDP,1996,
1,GGSB_NPGDP,1996,
110,GGSB_NPGDP,1996,
163,GGSB_NPGDP,1996,-2.761
119,GGSB_NPGDP,1996,
123,GGSB_NPGDP,1996,
998,GGSB_NPGDP,1996,
510,GGSB_NPGDP,1996,
200,GGSB_NPGDP,1996,
505,GGSB_NPGDP,1996,
903,GGSB_NPGDP,1996,
205,GGSB_NPGDP,1996,
400,GGSB_NPGDP,1996,
603,GGSB_NPGDP,1996,
1,GGX_NGDP,1996,
110,GGX_NGDP,1996,
163,GGX_NGDP,1996,50.543
119,GGX_NGDP,1996,
123,GGX_NGDP,1996,32.27
998,GGX_NGDP,1996,50.934
510,GGX_NGDP,1996,16.483
200,GGX_NGDP,1996,
505,GGX_NGDP,1996,15.623
903,GGX_NGDP,1996,
205,GGX_NGDP,1996,
400,GGX_NGDP,1996,
603,GGX_NGDP,1996,
1,GGXWDG_NGDP,1996,
110,GGXWDG_NGDP,1996,
163,GGXWDG_NGDP,1996,73.5
119,GGXWDG_NGDP,1996,
123,GGXWDG_NGDP,1996,
998,GGXWDG_NGDP,1996,72.447
510,GGXWDG_NGDP,1996,
200,GGXWDG_NGDP,1996,
505,GGXWDG_NGDP,1996,
903,GGXWDG_NGDP,1996,
